# n one_over_n log2_n twelve_sqrt_n fifty_sqrt_n n_power_0_51 two_power_32_n n_log2_n n2_minus_324 hundred_n2_plus_6n two_n3 n_power_log2_n three_power_n
23.00 4.347826086957e-02 4.523561956057e+00 5.754997827975e+01 2.397915761656e+02 4.948586845795e+00 9.878424780800e+10 1.040419249893e+02 2.050000000000e+02 5.303800000000e+04 2.433400000000e+04 1.444974668050e+06 9.414317882700e+10
23.10 4.329004329004e-02 4.529820946529e+00 5.767495123535e+01 2.403122968140e+02 4.959548135828e+00 9.921374453760e+10 1.046388638648e+02 2.096100000000e+02 5.349960000000e+04 2.465278200000e+04 1.502858560432e+06 1.050753835660e+11
23.20 4.310344827586e-02 4.536052900240e+00 5.779965397820e+01 2.408318915758e+02 4.970486199191e+00 9.964324126720e+10 1.052364272856e+02 2.142400000000e+02 5.396320000000e+04 2.497433600000e+04 1.562880361719e+06 1.172770706186e+11
23.30 4.291845493562e-02 4.542258049767e+00 5.792408825351e+01 2.413503677229e+02 4.981401184901e+00 1.000727379968e+11 1.058346125596e+02 2.188900000000e+02 5.442880000000e+04 2.529867400000e+04 1.625112531289e+06 1.308956563002e+11
23.40 4.273504273504e-02 4.548436624696e+00 5.804825578775e+01 2.418677324490e+02 4.992293240381e+00 1.005022347264e+11 1.064334170179e+02 2.235600000000e+02 5.489640000000e+04 2.562580800000e+04 1.689629770378e+06 1.460956753770e+11
23.50 4.255319148936e-02 4.554588851678e+00 5.817215828900e+01 2.423839928708e+02 5.003162511489e+00 1.009317314560e+11 1.070328380144e+02 2.282500000000e+02 5.536600000000e+04 2.595575000000e+04 1.756509085035e+06 1.630607689144e+11
23.60 4.237288135593e-02 4.560714954474e+00 5.829579744716e+01 2.428991560298e+02 5.014009142536e+00 1.013612281856e+11 1.076328729256e+02 2.329600000000e+02 5.583760000000e+04 2.628851200000e+04 1.825829850673e+06 1.819959029612e+11
23.70 4.219409282700e-02 4.566815154011e+00 5.841917493426e+01 2.434132288928e+02 5.024833276315e+00 1.017907249152e+11 1.082335191501e+02 2.376900000000e+02 5.631120000000e+04 2.662410600000e+04 1.897673878248e+06 2.031298448742e+11
23.80 4.201680672269e-02 4.572889668421e+00 5.854229240472e+01 2.439262183530e+02 5.035635054120e+00 1.022202216448e+11 1.088347741084e+02 2.424400000000e+02 5.678680000000e+04 2.696254400000e+04 1.972125482109e+06 2.267179272020e+11
23.90 4.184100418410e-02 4.578938713093e+00 5.866515149559e+01 2.444381312316e+02 5.046414615766e+00 1.026497183744e+11 1.094366352429e+02 2.472100000000e+02 5.726440000000e+04 2.730383800000e+04 2.049271549548e+06 2.530451325191e+11
24.00 4.166666666667e-02 4.584962500721e+00 5.878775382680e+01 2.449489742783e+02 5.057172099615e+00 1.030792151040e+11 1.100391000173e+02 2.520000000000e+02 5.774400000000e+04 2.764800000000e+04 2.129201612098e+06 2.824295364810e+11
24.10 4.149377593361e-02 4.590961241343e+00 5.891010100144e+01 2.454587541727e+02 5.067907642595e+00 1.035087118336e+11 1.106421659164e+02 2.568100000000e+02 5.822560000000e+04 2.799504200000e+04 2.212007918614e+06 3.152261506981e+11
24.20 4.132231404959e-02 4.596935142387e+00 5.903219460599e+01 2.459674775250e+02 5.078621380219e+00 1.039382085632e+11 1.112458304458e+02 2.616400000000e+02 5.870920000000e+04 2.834497600000e+04 2.297785510170e+06 3.518312118557e+11
24.30 4.115226337449e-02 4.602884408718e+00 5.915403621056e+01 2.464751508773e+02 5.089313446608e+00 1.043677052928e+11 1.118500911319e+02 2.664900000000e+02 5.919480000000e+04 2.869781400000e+04 2.386632296828e+06 3.926869689005e+11
24.40 4.098360655738e-02 4.608809242676e+00 5.927562736910e+01 2.469817807046e+02 5.099983974511e+00 1.047972020224e+11 1.124549455213e+02 2.713600000000e+02 5.968240000000e+04 2.905356800000e+04 2.478649136310e+06 4.382870261310e+11
24.50 4.081632653061e-02 4.614709844115e+00 5.939696961967e+01 2.474873734153e+02 5.110633095322e+00 1.052266987520e+11 1.130603911808e+02 2.762500000000e+02 6.017200000000e+04 2.941225000000e+04 2.573939914609e+06 4.891823067432e+11
24.60 4.065040650407e-02 4.620586410452e+00 5.951806448466e+01 2.479919353527e+02 5.121260939102e+00 1.056561954816e+11 1.136664256971e+02 2.811600000000e+02 6.066360000000e+04 2.977387200000e+04 2.672611628601e+06 5.459877088835e+11
24.70 4.048582995951e-02 4.626439136697e+00 5.963891347099e+01 2.484954727958e+02 5.131867634597e+00 1.060856922112e+11 1.142730466764e+02 2.860900000000e+02 6.115720000000e+04 3.013844600000e+04 2.774774470688e+06 6.093895346225e+11
24.80 4.032258064516e-02 4.632268215500e+00 5.975951807035e+01 2.489979919598e+02 5.142453309255e+00 1.065151889408e+11 1.148802517444e+02 2.910400000000e+02 6.165280000000e+04 3.050598400000e+04 2.880541915519e+06 6.801537816059e+11
24.90 4.016064257028e-02 4.638073837181e+00 5.987987975940e+01 2.494994989975e+02 5.153018089246e+00 1.069446856704e+11 1.154880385458e+02 2.960100000000e+02 6.215040000000e+04 3.087649800000e+04 2.990030808835e+06 7.591353975572e+11
25.00 4.000000000000e-02 4.643856189775e+00 6.000000000000e+01 2.500000000000e+02 5.163562099482e+00 1.073741824000e+11 1.160964047444e+02 3.010000000000e+02 6.265000000000e+04 3.125000000000e+04 3.103361458491e+06 8.472886094430e+11
25.10 3.984063745020e-02 4.649615459063e+00 6.011988023940e+01 2.504995009975e+02 5.174085463629e+00 1.078036791296e+11 1.167053480225e+02 3.060100000000e+02 6.315160000000e+04 3.162650200000e+04 3.220657727693e+06 9.456784520943e+11
25.20 3.968253968254e-02 4.655351828613e+00 6.023952191045e+01 2.509980079602e+02 5.184588304129e+00 1.082331758592e+11 1.173148660810e+02 3.110400000000e+02 6.365520000000e+04 3.200601600000e+04 3.342047130508e+06 1.055493635567e+12
25.30 3.952569169960e-02 4.661065479807e+00 6.035892643180e+01 2.514955267992e+02 5.195070742214e+00 1.086626725888e+11 1.179249566391e+02 3.160900000000e+02 6.416080000000e+04 3.238855400000e+04 3.467660929684e+06 1.178060906702e+12
25.40 3.937007874016e-02 4.666756591885e+00 6.047809520810e+01 2.519920633671e+02 5.205532897926e+00 1.090921693184e+11 1.185356174339e+02 3.211600000000e+02 6.466840000000e+04 3.277412800000e+04 3.597634236846e+06 1.314861078393e+12
25.50 3.921568627451e-02 4.672425341971e+00 6.059702963017e+01 2.524876234591e+02 5.215974890129e+00 1.095216660480e+11 1.191468462203e+02 3.262500000000e+02 6.517800000000e+04 3.316275000000e+04 3.732106115109e+06 1.467546920230e+12
25.60 3.906250000000e-02 4.678071905113e+00 6.071573107523e+01 2.529822128135e+02 5.226396836530e+00 1.099511627776e+11 1.197586407709e+02 3.313600000000e+02 6.568960000000e+04 3.355443200000e+04 3.871219684159e+06 1.637963126650e+12
25.70 3.891050583658e-02 4.683696454307e+00 6.083420090706e+01 2.534758371127e+02 5.236798853690e+00 1.103806595072e+11 1.203709988757e+02 3.364900000000e+02 6.620320000000e+04 3.394918600000e+04 4.015122227866e+06 1.828168603868e+12
25.80 3.875968992248e-02 4.689299160536e+00 6.095244047616e+01 2.539685019840e+02 5.247181057042e+00 1.108101562368e+11 1.209839183418e+02 3.416400000000e+02 6.671880000000e+04 3.434702400000e+04 4.163965304473e+06 2.040461344818e+12
25.90 3.861003861004e-02 4.694880192799e+00 6.107045112000e+01 2.544602130000e+02 5.257543560908e+00 1.112396529664e+11 1.215973969935e+02 3.468100000000e+02 6.723640000000e+04 3.474795800000e+04 4.317904859422e+06 2.277406192672e+12
26.00 3.846153846154e-02 4.700439718141e+00 6.118823416311e+01 2.549509756796e+02 5.267886478509e+00 1.116691496960e+11 1.222114326717e+02 3.520000000000e+02 6.775600000000e+04 3.515200000000e+04 4.477101340867e+06 2.541865828329e+12
26.10 3.831417624521e-02 4.705977901683e+00 6.130579091734e+01 2.554407954889e+02 5.278209921986e+00 1.120986464256e+11 1.228260232339e+02 3.572100000000e+02 6.827760000000e+04 3.555916200000e+04 4.641719817948e+06 2.837035356283e+12
26.20 3.816793893130e-02 4.711494906650e+00 6.142312268193e+01 2.559296778414e+02 5.288514002408e+00 1.125281431552e+11 1.234411665542e+02 3.624400000000e+02 6.880120000000e+04 3.596945600000e+04 4.811930101862e+06 3.166480906701e+12
26.30 3.802281368821e-02 4.716990894405e+00 6.154023074380e+01 2.564176280992e+02 5.298798829790e+00 1.129576398848e+11 1.240568605228e+02 3.676900000000e+02 6.932680000000e+04 3.638289400000e+04 4.987906869805e+06 3.534182720105e+12
26.40 3.787878787879e-02 4.722466024471e+00 6.165711637759e+01 2.569046515733e+02 5.309064513110e+00 1.133871366144e+11 1.246731030460e+02 3.729600000000e+02 6.985440000000e+04 3.679948800000e+04 5.169829791853e+06 3.944583235179e+12
26.50 3.773584905660e-02 4.727920454563e+00 6.177378084592e+01 2.573907535247e+02 5.319311160313e+00 1.138166333440e+11 1.252898920459e+02 3.782500000000e+02 7.038400000000e+04 3.721925000000e+04 5.357883660818e+06 4.402640760689e+12
26.60 3.759398496241e-02 4.733354340614e+00 6.189022539949e+01 2.578759391646e+02 5.329538878336e+00 1.142461300736e+11 1.259072254603e+02 3.835600000000e+02 7.091560000000e+04 3.764219200000e+04 5.552258525173e+06 4.913889379951e+12
26.70 3.745318352060e-02 4.738767836800e+00 6.200645127727e+01 2.583602136553e+02 5.339747773113e+00 1.146756268032e+11 1.265251012426e+02 3.888900000000e+02 7.144920000000e+04 3.806832600000e+04 5.753149825092e+06 5.484505811603e+12
26.80 3.731343283582e-02 4.744161095570e+00 6.212245970661e+01 2.588435821109e+02 5.349937949592e+00 1.151051235328e+11 1.271435173613e+02 3.942400000000e+02 7.198480000000e+04 3.849766400000e+04 5.960758531669e+06 6.121384034453e+12
26.90 3.717472118959e-02 4.749534267669e+00 6.223825190347e+01 2.593260495978e+02 5.360109511746e+00 1.155346202624e+11 1.277624718003e+02 3.996100000000e+02 7.252240000000e+04 3.893021800000e+04 6.175291289402e+06 6.832218578015e+12
27.00 3.703703703704e-02 4.754887502163e+00 6.235382907248e+01 2.598076211353e+02 5.370262562588e+00 1.159641169920e+11 1.283819625584e+02 4.050000000000e+02 7.306200000000e+04 3.936600000000e+04 6.396960561985e+06 7.625597484987e+12
27.10 3.690036900369e-02 4.760220946467e+00 6.246919240714e+01 2.602883016964e+02 5.380397204180e+00 1.163936137216e+11 1.290019876492e+02 4.104100000000e+02 7.360360000000e+04 3.980502200000e+04 6.625984781500e+06 8.511106068849e+12
27.20 3.676470588235e-02 4.765534746363e+00 6.258434308995e+01 2.607680962081e+02 5.390513537648e+00 1.168231104512e+11 1.296225451011e+02 4.158400000000e+02 7.414720000000e+04 4.024729600000e+04 6.862588501062e+06 9.499442720103e+12
27.30 3.663003663004e-02 4.770829046032e+00 6.269928229254e+01 2.612470095523e+02 5.400611663194e+00 1.172526071808e+11 1.302436329567e+02 4.212900000000e+02 7.469280000000e+04 4.069283400000e+04 7.107002551001e+06 1.060254816031e+13
27.40 3.649635036496e-02 4.776103988073e+00 6.281401117585e+01 2.617250465660e+02 5.410691680104e+00 1.176821039104e+11 1.308652492732e+02 4.267600000000e+02 7.524040000000e+04 4.114164800000e+04 7.359464198653e+06 1.183374970554e+13
27.50 3.636363636364e-02 4.781359713525e+00 6.292853089021e+01 2.622022120425e+02 5.420753686766e+00 1.181116006400e+11 1.314873921219e+02 4.322500000000e+02 7.579000000000e+04 4.159375000000e+04 7.620217311826e+06 1.320792228207e+13
27.60 3.623188405797e-02 4.786596361891e+00 6.304284257551e+01 2.626785107313e+02 5.430797780676e+00 1.185410973696e+11 1.321100595882e+02 4.377600000000e+02 7.634160000000e+04 4.204915200000e+04 7.889512526031e+06 1.474166813985e+13
27.70 3.610108303249e-02 4.791814071162e+00 6.315694736132e+01 2.631539473388e+02 5.440824058451e+00 1.189705940992e+11 1.327332497712e+02 4.432900000000e+02 7.689520000000e+04 4.250786600000e+04 8.167607415544e+06 1.645351743481e+13
27.80 3.597122302158e-02 4.797012977836e+00 6.327084636703e+01 2.636285265293e+02 5.450832615841e+00 1.194000908288e+11 1.333569607838e+02 4.488400000000e+02 7.745080000000e+04 4.296990400000e+04 8.454766668381e+06 1.836415210336e+13
27.90 3.584229390681e-02 4.802193216942e+00 6.338454070197e+01 2.641022529249e+02 5.460823547739e+00 1.198295875584e+11 1.339811907527e+02 4.544100000000e+02 7.800840000000e+04 4.343527800000e+04 8.751262265275e+06 2.049665573404e+13
28.00 3.571428571429e-02 4.807354922058e+00 6.349803146555e+01 2.645751311065e+02 5.470796948192e+00 1.202590842880e+11 1.346059378176e+02 4.600000000000e+02 7.856800000000e+04 4.390400000000e+04 9.057373662722e+06 2.287679245496e+13
28.10 3.558718861210e-02 4.812498225334e+00 6.361131974735e+01 2.650471656140e+02 5.480752910411e+00 1.206885810176e+11 1.352312001319e+02 4.656100000000e+02 7.912960000000e+04 4.437608200000e+04 9.373387980193e+06 2.553331820655e+13
28.20 3.546099290780e-02 4.817623257511e+00 6.372440662729e+01 2.655183609470e+02 5.490691526782e+00 1.211180777472e+11 1.358569758618e+02 4.712400000000e+02 7.969320000000e+04 4.485153600000e+04 9.699600191591e+06 2.849832816031e+13
28.30 3.533568904594e-02 4.822730147945e+00 6.383729317570e+01 2.659887215654e+02 5.500612888876e+00 1.215475744768e+11 1.364832631868e+02 4.768900000000e+02 8.025880000000e+04 4.533037400000e+04 1.003631332104e+07 3.180764448094e+13
28.40 3.521126760563e-02 4.827819024617e+00 6.394998045348e+01 2.664582518895e+02 5.510517087458e+00 1.219770712064e+11 1.371100602991e+02 4.825600000000e+02 8.082640000000e+04 4.581260800000e+04 1.038383864308e+07 3.550124911661e+13
28.50 3.508771929825e-02 4.832890014165e+00 6.406246951219e+01 2.669269563008e+02 5.520404212499e+00 1.224065679360e+11 1.377373654037e+02 4.882500000000e+02 8.139600000000e+04 4.629825000000e+04 1.074249588743e+07 3.962376684620e+13
28.60 3.496503496503e-02 4.837943241891e+00 6.417476139418e+01 2.673948391424e+02 5.530274353185e+00 1.228360646656e+11 1.383651767181e+02 4.939600000000e+02 8.196760000000e+04 4.678731200000e+04 1.111261344824e+07 4.422500441956e+13
28.70 3.484320557491e-02 4.842978831788e+00 6.428685713270e+01 2.678619047196e+02 5.540127597925e+00 1.232655613952e+11 1.389934924723e+02 4.996900000000e+02 8.254120000000e+04 4.727980600000e+04 1.149452859817e+07 4.936055230442e+13
28.80 3.472222222222e-02 4.847996906555e+00 6.439875775199e+01 2.683281573000e+02 5.549964034363e+00 1.236950581248e+11 1.396223109088e+02 5.054400000000e+02 8.311680000000e+04 4.777574400000e+04 1.188858770717e+07 5.509245631008e+13
28.90 3.460207612457e-02 4.852997587613e+00 6.451046426743e+01 2.687936011143e+02 5.559783749384e+00 1.241245548544e+11 1.402516302820e+02 5.112100000000e+02 8.369440000000e+04 4.827513800000e+04 1.229514646617e+07 6.148996720213e+13
29.00 3.448275862069e-02 4.857980995128e+00 6.462197768561e+01 2.692582403567e+02 5.569586829126e+00 1.245540515840e+11 1.408814488587e+02 5.170000000000e+02 8.427400000000e+04 4.877800000000e+04 1.271457011577e+07 6.863037736488e+13
29.10 3.436426116838e-02 4.862947248021e+00 6.473329900445e+01 2.697220791852e+02 5.579373358989e+00 1.249835483136e+11 1.415117649174e+02 5.228100000000e+02 8.485560000000e+04 4.928434200000e+04 1.314723367996e+07 7.659995461964e+13
29.20 3.424657534247e-02 4.867896463993e+00 6.484442921331e+01 2.701851217221e+02 5.589143423641e+00 1.254130450432e+11 1.421425767486e+02 5.286400000000e+02 8.543920000000e+04 4.979417600000e+04 1.359352220515e+07 8.549498448092e+13
29.30 3.412969283276e-02 4.872828759535e+00 6.495536929308e+01 2.706473720545e+02 5.598897107031e+00 1.258425417728e+11 1.427738826544e+02 5.344900000000e+02 8.602480000000e+04 5.030751400000e+04 1.405383100432e+07 9.542293344283e+13
29.40 3.401360544218e-02 4.877744249949e+00 6.506612021628e+01 2.711088342345e+02 5.608634492392e+00 1.262720385024e+11 1.434056809485e+02 5.403600000000e+02 8.661240000000e+04 5.082436800000e+04 1.452856590669e+07 1.065037473498e+14
29.50 3.389830508475e-02 4.882643049362e+00 6.517668294720e+01 2.715695122800e+02 5.618355662255e+00 1.267015352320e+11 1.440379699562e+02 5.462500000000e+02 8.720200000000e+04 5.134475000000e+04 1.501814351286e+07 1.188713005386e+14
29.60 3.378378378378e-02 4.887525270742e+00 6.528705844193e+01 2.720294101747e+02 5.628060698455e+00 1.271310319616e+11 1.446707480140e+02 5.521600000000e+02 8.779360000000e+04 5.186867200000e+04 1.552299145556e+07 1.326750132587e+14
29.70 3.367003367003e-02 4.892391025913e+00 6.539724764851e+01 2.724885318688e+02 5.637749682137e+00 1.275605286912e+11 1.453040134696e+02 5.580900000000e+02 8.838720000000e+04 5.239614600000e+04 1.604354866609e+07 1.480816569133e+14
29.80 3.355704697987e-02 4.897240425575e+00 6.550725150699e+01 2.729468812791e+02 5.647422693770e+00 1.279900254208e+11 1.459377646821e+02 5.640400000000e+02 8.898280000000e+04 5.292718400000e+04 1.658026564665e+07 1.652773689302e+14
29.90 3.344481605351e-02 4.902073579311e+00 6.561707094956e+01 2.734044622898e+02 5.657079813147e+00 1.284195221504e+11 1.465720000214e+02 5.700100000000e+02 8.958040000000e+04 5.346179800000e+04 1.713360474859e+07 1.844699016064e+14
30.00 3.333333333333e-02 4.906890595609e+00 6.572670690062e+01 2.738612787526e+02 5.666721119399e+00 1.288490188800e+11 1.472067178683e+02 5.760000000000e+02 9.018000000000e+04 5.400000000000e+04 1.770404045675e+07 2.058911320946e+14
30.10 3.322259136213e-02 4.911691581872e+00 6.583616027686e+01 2.743173344869e+02 5.676346691002e+00 1.292785156096e+11 1.478419166144e+02 5.820100000000e+02 9.078160000000e+04 5.454180200000e+04 1.829205967995e+07 2.297998638589e+14
30.20 3.311258278146e-02 4.916476644438e+00 6.594543198736e+01 2.747726332807e+02 5.685956605782e+00 1.297080123392e+11 1.484775946620e+02 5.880400000000e+02 9.138520000000e+04 5.508721600000e+04 1.889816204782e+07 2.564849534428e+14
30.30 3.300330033003e-02 4.921245888586e+00 6.605452293371e+01 2.752271788905e+02 5.695550940922e+00 1.301375090688e+11 1.491137504241e+02 5.940900000000e+02 9.199080000000e+04 5.563625400000e+04 1.952286021405e+07 2.862688003285e+14
30.40 3.289473684211e-02 4.925999418556e+00 6.616343401003e+01 2.756809750418e+02 5.705129772975e+00 1.305670057984e+11 1.497503823241e+02 6.001600000000e+02 9.259840000000e+04 5.618892800000e+04 2.016668016622e+07 3.195112420495e+14
30.50 3.278688524590e-02 4.930737337563e+00 6.627216610312e+01 2.761340254297e+02 5.714693177865e+00 1.309965025280e+11 1.503874887957e+02 6.062500000000e+02 9.320800000000e+04 5.674525000000e+04 2.083016154228e+07 3.566139016158e+14
30.60 3.267973856209e-02 4.935459747805e+00 6.638072009251e+01 2.765863337188e+02 5.724241230897e+00 1.314259992576e+11 1.510250682828e+02 6.123600000000e+02 9.381960000000e+04 5.730523200000e+04 2.151385795388e+07 3.980250397760e+14
30.70 3.257328990228e-02 4.940166750483e+00 6.648909685054e+01 2.770379035439e+02 5.733774006764e+00 1.318554959872e+11 1.516631192398e+02 6.184900000000e+02 9.443320000000e+04 5.786888600000e+04 2.221833731662e+07 4.442449707398e+14
30.80 3.246753246753e-02 4.944858445808e+00 6.659729724246e+01 2.774887385102e+02 5.743291579554e+00 1.322849927168e+11 1.523016401309e+02 6.246400000000e+02 9.504880000000e+04 5.843622400000e+04 2.294418218740e+07 4.958321067907e+14
30.90 3.236245954693e-02 4.949534933017e+00 6.670532212650e+01 2.779388421937e+02 5.752794022756e+00 1.327144894464e+11 1.529406294302e+02 6.308100000000e+02 9.566640000000e+04 5.900725800000e+04 2.369199010898e+07 5.534097048192e+14
31.00 3.225806451613e-02 4.954196310387e+00 6.681317235396e+01 2.783882181415e+02 5.762281409267e+00 1.331439861760e+11 1.535800856220e+02 6.370000000000e+02 9.628600000000e+04 5.958200000000e+04 2.446237396193e+07 6.176733962839e+14
31.10 3.215434083601e-02 4.958842675243e+00 6.692084876927e+01 2.788368698720e+02 5.771753811400e+00 1.335734829056e+11 1.542200072001e+02 6.432100000000e+02 9.690760000000e+04 6.016046200000e+04 2.525596232402e+07 6.893995915767e+14
31.20 3.205128205128e-02 4.963474123975e+00 6.702835221009e+01 2.792848008754e+02 5.781211300889e+00 1.340029796352e+11 1.548603926680e+02 6.494400000000e+02 9.753120000000e+04 6.074265600000e+04 2.607339983731e+07 7.694548603283e+14
31.30 3.194888178914e-02 4.968090752045e+00 6.713568350736e+01 2.797320146140e+02 5.790653948895e+00 1.344324763648e+11 1.555012405390e+02 6.556900000000e+02 9.815680000000e+04 6.132859400000e+04 2.691534758302e+07 8.588064009854e+14
31.40 3.184713375796e-02 4.972692654004e+00 6.724284348539e+01 2.801785145224e+02 5.800081826014e+00 1.348619730944e+11 1.561425493357e+02 6.619600000000e+02 9.878440000000e+04 6.191828800000e+04 2.778248346432e+07 9.585337261485e+14
31.50 3.174603174603e-02 4.977279923500e+00 6.734983296193e+01 2.806243040080e+02 5.809495002283e+00 1.352914698240e+11 1.567843175902e+02 6.682500000000e+02 9.941400000000e+04 6.251175000000e+04 2.867550259723e+07 1.069841704847e+15
31.60 3.164556962025e-02 4.981852653290e+00 6.745665274826e+01 2.810693864511e+02 5.818893547186e+00 1.357209665536e+11 1.574265438440e+02 6.745600000000e+02 1.000456000000e+05 6.310899200000e+04 2.959511770976e+07 1.194075119328e+15
31.70 3.154574132492e-02 4.986410935252e+00 6.756330364924e+01 2.815137652052e+02 5.828277529659e+00 1.361504632832e+11 1.580692266475e+02 6.808900000000e+02 1.006792000000e+05 6.371002600000e+04 3.054205954947e+07 1.332734912219e+15
31.80 3.144654088050e-02 4.990954860397e+00 6.766978646338e+01 2.819574435974e+02 5.837647018097e+00 1.365799600128e+11 1.587123645606e+02 6.872400000000e+02 1.013148000000e+05 6.431486400000e+04 3.151707729958e+07 1.487496320372e+15
31.90 3.134796238245e-02 4.995484518878e+00 6.777610198293e+01 2.824004249289e+02 5.847002080362e+00 1.370094567424e+11 1.593559561522e+02 6.936100000000e+02 1.019524000000e+05 6.492351800000e+04 3.252093900378e+07 1.660229114458e+15
32.00 3.125000000000e-02 5.000000000000e+00 6.788225099391e+01 2.828427124746e+02 5.856342783783e+00 1.374389534720e+11 1.600000000000e+02 7.000000000000e+02 1.025920000000e+05 6.553600000000e+04 3.355443200000e+07 1.853020188852e+15
32.10 3.115264797508e-02 5.004501392235e+00 6.798823427623e+01 2.832843094843e+02 5.865669195167e+00 1.378684502016e+11 1.606444946907e+02 7.064100000000e+02 1.032336000000e+05 6.615232200000e+04 3.461836336315e+07 2.068198774730e+15
32.20 3.105590062112e-02 5.008988783227e+00 6.809405260373e+01 2.837252191822e+02 5.874981380806e+00 1.382979469312e+11 1.612894388199e+02 7.128400000000e+02 1.038772000000e+05 6.677249600000e+04 3.571356035718e+07 2.308364580985e+15
32.30 3.095975232198e-02 5.013462259807e+00 6.819970674424e+01 2.841654447677e+02 5.884279406476e+00 1.387274436608e+11 1.619348309918e+02 7.192900000000e+02 1.045228000000e+05 6.739653400000e+04 3.684087089648e+07 2.576419202956e+15
32.40 3.086419753086e-02 5.017921907997e+00 6.830519745964e+01 2.846049894152e+02 5.893563337447e+00 1.391569403904e+11 1.625806698191e+02 7.257600000000e+02 1.051704000000e+05 6.802444800000e+04 3.800116401688e+07 2.875601178446e+15
32.50 3.076923076923e-02 5.022367813028e+00 6.841052550595e+01 2.850438562748e+02 5.902833238489e+00 1.395864371200e+11 1.632269539234e+02 7.322500000000e+02 1.058200000000e+05 6.865625000000e+04 3.919533035641e+07 3.209525114542e+15
32.60 3.067484662577e-02 5.026800059344e+00 6.851569163338e+01 2.854820484724e+02 5.912089173876e+00 1.400159338496e+11 1.638736819346e+02 7.387600000000e+02 1.064716000000e+05 6.929195200000e+04 4.042428264599e+07 3.582225357984e+15
32.70 3.058103975535e-02 5.031218730611e+00 6.862069658638e+01 2.859195691099e+02 5.921331207391e+00 1.404454305792e+11 1.645208524910e+02 7.452900000000e+02 1.071252000000e+05 6.993156600000e+04 4.168895621031e+07 3.998204736658e+15
32.80 3.048780487805e-02 5.035623909731e+00 6.872554110373e+01 2.863564212655e+02 5.930559402331e+00 1.408749273088e+11 1.651684642392e+02 7.518400000000e+02 1.077808000000e+05 7.057510400000e+04 4.299030947889e+07 4.462488961116e+15
32.90 3.039513677812e-02 5.040015678848e+00 6.883022591856e+01 2.867926079940e+02 5.939773821514e+00 1.413044240384e+11 1.658165158341e+02 7.584100000000e+02 1.084384000000e+05 7.122257800000e+04 4.432932450783e+07 4.980687343373e+15
33.00 3.030303030303e-02 5.044394119358e+00 6.893475175846e+01 2.872281323269e+02 5.948974527282e+00 1.417339207680e+11 1.664650059388e+02 7.650000000000e+02 1.090980000000e+05 7.187400000000e+04 4.570700751207e+07 5.559060566556e+15
33.10 3.021148036254e-02 5.048759311920e+00 6.903911934548e+01 2.876629972729e+02 5.958161581508e+00 1.421634174976e+11 1.671139332245e+02 7.716100000000e+02 1.097596000000e+05 7.252938200000e+04 4.712438940874e+07 6.204596324191e+15
33.20 3.012048192771e-02 5.053111336460e+00 6.914332939626e+01 2.880972058178e+02 5.967335045599e+00 1.425929142272e+11 1.677632963705e+02 7.782400000000e+02 1.104232000000e+05 7.318873600000e+04 4.858252637145e+07 6.925093742955e+15
33.30 3.003003003003e-02 5.057450272184e+00 6.924738262202e+01 2.885307609251e+02 5.976494980502e+00 1.430224109568e+11 1.684130940637e+02 7.848900000000e+02 1.110888000000e+05 7.385207400000e+04 5.008250039601e+07 7.729257608869e+15
33.40 2.994011976048e-02 5.061776197587e+00 6.935127972864e+01 2.889636655360e+02 5.985641446709e+00 1.434519076864e+11 1.690633249994e+02 7.915600000000e+02 1.117564000000e+05 7.451940800000e+04 5.162541987759e+07 8.626803535337e+15
33.50 2.985074626866e-02 5.066089190458e+00 6.945502141674e+01 2.893959225698e+02 5.994774504260e+00 1.438814044160e+11 1.697139878803e+02 7.982500000000e+02 1.124260000000e+05 7.519075000000e+04 5.321242019965e+07 9.628575343627e+15
33.60 2.976190476190e-02 5.070389327891e+00 6.955860838171e+01 2.898275349238e+02 6.003894212752e+00 1.443109011456e+11 1.703650814172e+02 8.049600000000e+02 1.130976000000e+05 7.586611200000e+04 5.484466433476e+07 1.074667607395e+16
33.70 2.967359050445e-02 5.074676686294e+00 6.966204131376e+01 2.902585054740e+02 6.013000631337e+00 1.447403978752e+11 1.710166043281e+02 8.116900000000e+02 1.137712000000e+05 7.654550600000e+04 5.652334345770e+07 1.199461420998e+16
33.80 2.958579881657e-02 5.078951341395e+00 6.976532089799e+01 2.906888370750e+02 6.022093818732e+00 1.451698946048e+11 1.716685553391e+02 8.184400000000e+02 1.144468000000e+05 7.722894400000e+04 5.824967757078e+07 1.338746688335e+16
33.90 2.949852507375e-02 5.083213368249e+00 6.986844781445e+01 2.911185325602e+02 6.031173833223e+00 1.455993913344e+11 1.723209331836e+02 8.252100000000e+02 1.151244000000e+05 7.791643800000e+04 6.002491614193e+07 1.494206203012e+16
34.00 2.941176470588e-02 5.087462841250e+00 6.997142273814e+01 2.915475947423e+02 6.040240732667e+00 1.460288880640e+11 1.729737366025e+02 8.320000000000e+02 1.158040000000e+05 7.860800000000e+04 6.185033875548e+07 1.667718169967e+16
34.10 2.932551319648e-02 5.091699834137e+00 7.007424633915e+01 2.919760264131e+02 6.049294574496e+00 1.464583847936e+11 1.736269643441e+02 8.388100000000e+02 1.164856000000e+05 7.930364200000e+04 6.372725577618e+07 1.861378897257e+16
