# n one_over_n log2_n twelve_sqrt_n fifty_sqrt_n n_power_0_51 two_power_32_n n_log2_n n2_minus_324 hundred_n2_plus_6n two_n3 n_power_log2_n three_power_n
45.40 2.202643171806e-02 5.504620392404e+00 8.085542653403e+01 3.368976105585e+02 7.000007171635e+00 1.949915152384e+11 2.499097658151e+02 1.737160000000e+03 2.063884000000e+05 1.871533280000e+05 1.322706351501e+09 4.584637097623e+21
45.50 2.197802197802e-02 5.507794640199e+00 8.094442537939e+01 3.372684390808e+02 7.007866376962e+00 1.954210119680e+11 2.506046561290e+02 1.746250000000e+03 2.072980000000e+05 1.883927500000e+05 1.355146612763e+09 5.117019709192e+21
45.60 2.192982456140e-02 5.510961919277e+00 8.103332647744e+01 3.376388603227e+02 7.015717123077e+00 1.958505086976e+11 2.512998635190e+02 1.755360000000e+03 2.082096000000e+05 1.896376320000e+05 1.388327970212e+09 5.711224279418e+21
45.70 2.188183807440e-02 5.514122260171e+00 8.112213014955e+01 3.380088756231e+02 7.023559437605e+00 1.962800054272e+11 2.519953872898e+02 1.764490000000e+03 2.091232000000e+05 1.908879860000e+05 1.422266133266e+09 6.374429770363e+21
45.80 2.183406113537e-02 5.517275693210e+00 8.121083671531e+01 3.383784863138e+02 7.031393348023e+00 1.967095021568e+11 2.526912267490e+02 1.773640000000e+03 2.100388000000e+05 1.921438240000e+05 1.456977119023e+09 7.114648787954e+21
45.90 2.178649237473e-02 5.520422248526e+00 8.129944649258e+01 3.387476937191e+02 7.039218881657e+00 1.971389988864e+11 2.533873812074e+02 1.782810000000e+03 2.109564000000e+05 1.934051580000e+05 1.492477257806e+09 7.940824387348e+21
46.00 2.173913043478e-02 5.523561956057e+00 8.138795979750e+01 3.391164991563e+02 7.047036065684e+00 1.975684956160e+11 2.540838499786e+02 1.792000000000e+03 2.118760000000e+05 1.946720000000e+05 1.528783198797e+09 8.862938119653e+21
46.10 2.169197396963e-02 5.526694845542e+00 8.147637694449e+01 3.394849039354e+02 7.054844927136e+00 1.979979923456e+11 2.547806323795e+02 1.801210000000e+03 2.127976000000e+05 1.959443620000e+05 1.565911915760e+09 9.892130625373e+21
46.20 2.164502164502e-02 5.529820946529e+00 8.156469824624e+01 3.398529093593e+02 7.062645492898e+00 1.984274890752e+11 2.554777277296e+02 1.810440000000e+03 2.137212000000e+05 1.972222560000e+05 1.603880712864e+09 1.104083623155e+22
46.30 2.159827213823e-02 5.532940288373e+00 8.165292401378e+01 3.402205167241e+02 7.070437789711e+00 1.988569858048e+11 2.561751353517e+02 1.819690000000e+03 2.146468000000e+05 1.985056940000e+05 1.642707230598e+09 1.232293317874e+22
46.40 2.155172413793e-02 5.536052900240e+00 8.174105455645e+01 3.405877273185e+02 7.078221844171e+00 1.992864825344e+11 2.568728545711e+02 1.828960000000e+03 2.155744000000e+05 1.997946880000e+05 1.682409451783e+09 1.375391129287e+22
46.50 2.150537634409e-02 5.539158811108e+00 8.182909018192e+01 3.409545424246e+02 7.085997682732e+00 1.997159792640e+11 2.575708847165e+02 1.838250000000e+03 2.165040000000e+05 2.010892500000e+05 1.723005707685e+09 1.535105912758e+22
46.60 2.145922746781e-02 5.542258049767e+00 8.191703119620e+01 3.413209633175e+02 7.093765331706e+00 2.001454759936e+11 2.582692251191e+02 1.847560000000e+03 2.174356000000e+05 2.023893920000e+05 1.764514684223e+09 1.713367283825e+22
46.70 2.141327623126e-02 5.545350644822e+00 8.200487790370e+01 3.416869912654e+02 7.101524817266e+00 2.005749727232e+11 2.589678751132e+02 1.856890000000e+03 2.183692000000e+05 2.036951260000e+05 1.806955428284e+09 1.912328931109e+22
46.80 2.136752136752e-02 5.548436624696e+00 8.209263060714e+01 3.420526275297e+02 7.109276165443e+00 2.010044694528e+11 2.596668340358e+02 1.866240000000e+03 2.193048000000e+05 2.050064640000e+05 1.850347354136e+09 2.134394636386e+22
46.90 2.132196162047e-02 5.551516017628e+00 8.218028960767e+01 3.424178733653e+02 7.117019402132e+00 2.014339661824e+11 2.603661012268e+02 1.875610000000e+03 2.202424000000e+05 2.063234180000e+05 1.894710249950e+09 2.382247316204e+22
47.00 2.127659574468e-02 5.554588851678e+00 8.226785520481e+01 3.427827300201e+02 7.124754553089e+00 2.018634629120e+11 2.610656760288e+02 1.885000000000e+03 2.211820000000e+05 2.076460000000e+05 1.940064284421e+09 2.658881435896e+22
47.10 2.123142250531e-02 5.557655154725e+00 8.235532769651e+01 3.431471987355e+02 7.132481643935e+00 2.022929596416e+11 2.617655577876e+02 1.894410000000e+03 2.221236000000e+05 2.089742220000e+05 1.986430013506e+09 2.967639187612e+22
47.20 2.118644067797e-02 5.560714954474e+00 8.244270737912e+01 3.435112807464e+02 7.140200700154e+00 2.027224563712e+11 2.624657458512e+02 1.903840000000e+03 2.230672000000e+05 2.103080960000e+05 2.033828387261e+09 3.312250869465e+22
47.30 2.114164904863e-02 5.563768278452e+00 8.252999454744e+01 3.438749772810e+02 7.147911747096e+00 2.031519531008e+11 2.631662395708e+02 1.913290000000e+03 2.240128000000e+05 2.116476340000e+05 2.082280756799e+09 3.696879953623e+22
47.40 2.109704641350e-02 5.566815154011e+00 8.261718949468e+01 3.442382895612e+02 7.155614809979e+00 2.035814498304e+11 2.638670383001e+02 1.922760000000e+03 2.249604000000e+05 2.129928480000e+05 2.131808881346e+09 4.126173387861e+22
47.50 2.105263157895e-02 5.569855608331e+00 8.270429251254e+01 3.446012188023e+02 7.163309913888e+00 2.040109465600e+11 2.645681413957e+02 1.932250000000e+03 2.259100000000e+05 2.143437500000e+05 2.182434935432e+09 4.605317738273e+22
47.60 2.100840336134e-02 5.572889668421e+00 8.279130389117e+01 3.449637662132e+02 7.170997083774e+00 2.044404432896e+11 2.652695482168e+02 1.941760000000e+03 2.268616000000e+05 2.157003520000e+05 2.234181516172e+09 5.140101851476e+22
47.70 2.096436058700e-02 5.575917361118e+00 8.287822391919e+01 3.453259329966e+02 7.178676344463e+00 2.048699400192e+11 2.659712581253e+02 1.951290000000e+03 2.278152000000e+05 2.170626660000e+05 2.287071650688e+09 5.736986793327e+22
47.80 2.092050209205e-02 5.578938713093e+00 8.296505288373e+01 3.456877203489e+02 7.186347720645e+00 2.052994367488e+11 2.666732704859e+02 1.960840000000e+03 2.287708000000e+05 2.184307040000e+05 2.341128803635e+09 6.403183909159e+22
47.90 2.087682672234e-02 5.581953750849e+00 8.305179107039e+01 3.460491294600e+02 7.194011236887e+00 2.057289334784e+11 2.673755846657e+02 1.970410000000e+03 2.297284000000e+05 2.198044780000e+05 2.396376884852e+09 7.146741948613e+22
48.00 2.083333333333e-02 5.584962500721e+00 8.313843876331e+01 3.464101615138e+02 7.201666917625e+00 2.061584302080e+11 2.680782000346e+02 1.980000000000e+03 2.306880000000e+05 2.211840000000e+05 2.452840257137e+09 7.976644307687e+22
48.10 2.079002079002e-02 5.587964988883e+00 8.322499624512e+01 3.467708176880e+02 7.209314787169e+00 2.065879269376e+11 2.687811159653e+02 1.989610000000e+03 2.316496000000e+05 2.225692820000e+05 2.510543744148e+09 8.902917562835e+22
48.20 2.074688796680e-02 5.590961241343e+00 8.331146379701e+01 3.471310991542e+02 7.216954869705e+00 2.070174236672e+11 2.694843318327e+02 1.999240000000e+03 2.326132000000e+05 2.239603360000e+05 2.569512638420e+09 9.936752608394e+22
48.30 2.070393374741e-02 5.593951283948e+00 8.339784169869e+01 3.474910070779e+02 7.224587189291e+00 2.074469203968e+11 2.701878470147e+02 2.008890000000e+03 2.335788000000e+05 2.253571740000e+05 2.629772709526e+09 1.109063986087e+23
48.40 2.066115702479e-02 5.596935142387e+00 8.348413022845e+01 3.478505426185e+02 7.232211769864e+00 2.078764171264e+11 2.708916608915e+02 2.018560000000e+03 2.345464000000e+05 2.267598080000e+05 2.691350212351e+09 1.237852016358e+23
48.50 2.061855670103e-02 5.599912842187e+00 8.357032966310e+01 3.482097069296e+02 7.239828635236e+00 2.083059138560e+11 2.715957728461e+02 2.028250000000e+03 2.355160000000e+05 2.281682500000e+05 2.754271895514e+09 1.381595321482e+23
48.60 2.057613168724e-02 5.602884408718e+00 8.365644027808e+01 3.485685011587e+02 7.247437809097e+00 2.087354105856e+11 2.723001822637e+02 2.037960000000e+03 2.364876000000e+05 2.295825120000e+05 2.818565009908e+09 1.542030555443e+23
48.70 2.053388090349e-02 5.605849867195e+00 8.374246234737e+01 3.489269264474e+02 7.255039315017e+00 2.091649073152e+11 2.730048885324e+02 2.047690000000e+03 2.374612000000e+05 2.310026060000e+05 2.884257317388e+09 1.721096037998e+23
48.80 2.049180327869e-02 5.608809242676e+00 8.382839614355e+01 3.492849839315e+02 7.262633176444e+00 2.095944040448e+11 2.737098910426e+02 2.057440000000e+03 2.384368000000e+05 2.324285440000e+05 2.951377099587e+09 1.920955172748e+23
48.90 2.044989775051e-02 5.611762560065e+00 8.391424193783e+01 3.496426747409e+02 7.270219416708e+00 2.100239007744e+11 2.744151891872e+02 2.067210000000e+03 2.394144000000e+05 2.338603380000e+05 3.019953166881e+09 2.144022584584e+23
49.00 2.040816326531e-02 5.614709844115e+00 8.400000000000e+01 3.500000000000e+02 7.277798059018e+00 2.104533975040e+11 2.751207823616e+02 2.077000000000e+03 2.403940000000e+05 2.352980000000e+05 3.090014867488e+09 2.392993292306e+23
49.10 2.036659877800e-02 5.617651119427e+00 8.408567059850e+01 3.503569608271e+02 7.285369126468e+00 2.108828942336e+11 2.758266699639e+02 2.086810000000e+03 2.413756000000e+05 2.367415420000e+05 3.161592096710e+09 2.670875268851e+23
49.20 2.032520325203e-02 5.620586410452e+00 8.417125400040e+01 3.507135583350e+02 7.292932642032e+00 2.113123909632e+11 2.765328513942e+02 2.096640000000e+03 2.423592000000e+05 2.381909760000e+05 3.234715306328e+09 2.981025782518e+23
49.30 2.028397565923e-02 5.623515741491e+00 8.425675047140e+01 3.510697936308e+02 7.300488628570e+00 2.117418876928e+11 2.772393260555e+02 2.106490000000e+03 2.433448000000e+05 2.396463140000e+05 3.309415514140e+09 3.327191958261e+23
49.40 2.024291497976e-02 5.626439136697e+00 8.434216027587e+01 3.514256678161e+02 7.308037108826e+00 2.121713844224e+11 2.779460933528e+02 2.116360000000e+03 2.443324000000e+05 2.411075680000e+05 3.385724313644e+09 3.713556049074e+23
49.50 2.020202020202e-02 5.629356620080e+00 8.442748367682e+01 3.517811819868e+02 7.315578105428e+00 2.126008811520e+11 2.786531526939e+02 2.126250000000e+03 2.453220000000e+05 2.425747500000e+05 3.463673883885e+09 4.144785964446e+23
49.60 2.016129032258e-02 5.632268215500e+00 8.451272093596e+01 3.521363372332e+02 7.323111640893e+00 2.130303778816e+11 2.793605034888e+02 2.136160000000e+03 2.463136000000e+05 2.440478720000e+05 3.543296999442e+09 4.626091666328e+23
49.70 2.012072434608e-02 5.635173946675e+00 8.459787231367e+01 3.524911346403e+02 7.330637737622e+00 2.134598746112e+11 2.800681451497e+02 2.146090000000e+03 2.473072000000e+05 2.455269460000e+05 3.624627040582e+09 5.163288113994e+23
49.80 2.008032128514e-02 5.638073837181e+00 8.468293806901e+01 3.528455752875e+02 7.338156417907e+00 2.138893713408e+11 2.807760770916e+02 2.156040000000e+03 2.483028000000e+05 2.470119840000e+05 3.707698003571e+09 5.762865518243e+23
49.90 2.004008016032e-02 5.640967910450e+00 8.476791845976e+01 3.531996602490e+02 7.345667703925e+00 2.143188680704e+11 2.814842987314e+02 2.166010000000e+03 2.493004000000e+05 2.485029980000e+05 3.792544511139e+09 6.432067753752e+23
50.00 2.000000000000e-02 5.643856189775e+00 8.485281374239e+01 3.535533905933e+02 7.353171617745e+00 2.147483648000e+11 2.821928094887e+02 2.176000000000e+03 2.503000000000e+05 2.500000000000e+05 3.879201823113e+09 7.178979876919e+23
